lsanr,x,y,standort,baulast,bezirk,blindens,bemerkung,locid,mapem
7033,23620404.533556,56402382.907483,Kölner Straße / Gremberghovener Straße / Hohe Straße,Stadt Köln,Porz,nein,---,nein,ja
7034,23618219.951062,56403065.112251,Kölner Straße / Kirche,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7035,23615542.094726,56405101.186404,Kölner Straße / Gilgaustraße,Stadt Köln,Porz,nein,---,nein,ja
7036,23609661.629964,56409113.64382,Kölner Straße / Stollwerckstraße / Andre-Citroen-Straße,Stadt Köln,Porz,nein,---,nein,ja
7038,23661772.204713,56377857.253211,Akazienweg / Friedensstraße,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,nein
7044,23649026.269977,56400557.483317,Frankfurter Straße / Hirschgraben,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7045,23648246.326547,56397617.456997,Frankfurter Straße / Bergerstraße,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7046,23651016.656808,56384026.899383,Frankfurter Straße / Kaiserstraße / Waldstraße,Stadt Köln,Porz,nein,---,nein,ja
7047,23650855.264907,56381041.709586,Frankfurter Straße / Zündorfer Straße,Stadt Köln,Porz,nein,---,nein,nein
7050,23653024.660808,56357119.584488,Frankfurter Straße / Heidestraße / Sankt-Sebastianus-Straße,Stadt Köln,Porz,nein,---,nein,nein
7057,23648502.752113,56395286.666053,Frankfurter Straße / Bochumer Straße / Mozartstraße,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7063,23669144.028413,56349292.276781,Linder Mauspfad / Viehtrift,Stadt Köln,Porz,nein,---,nein,nein
7064,23637130.136917,56401562.598909,Theodor-Heuss-Straße / Stresemannstraße,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,nein
7069,23648198.567484,56383622.178861,Kaiserstraße / Marienburger Straße / Unter den Erlen,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7073,23633819,56391381,Josefstraße / Schule,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7074,23623481.920505,56369567.124263,Hauptstraße / Burgweg / Keimergasse,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,nein
7077,23633464.411278,56392592.252971,Bergerstraße / Josefstraße,Stadt Köln,Porz,nein,---,nein,nein
7078,23636698,56389147,Friedrichstraße / Bundesbahnbrücke,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7079,23627022.289953,56367062.78903,Wahner Straße / Gartenweg,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,nein
7083,23662955.072251,56363881.099775,Nachtigallenstraße / Bieselweg,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7089,23668895.565234,56355463.918026,Linder Mauspfad / Flughafenstraße,Stadt Köln,Porz,nein,---,nein,ja
7090,23670713.377621,56344403.726547,Linder Mauspfad / Ernst-Mach-Straße,Stadt Köln,Porz,nein,---,nein,nein
7092,23627897,56375574,Hauptstraße / Rosenhügel / An der Groov,Stadt Köln,Porz,nein,---,nein,nein
7184,23586018.183613,56426875.706485,Siegburger Straße / Am Altenberger Kreuz / Krückelstraße,Stadt Köln,Porz,nein,---,nein,nein
7185,23587287.733627,56424852.839273,Siegburger Straße / Jakob-Kneip-Straße,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,nein
7186,23589574,56422793,Siegburger Straße / Auf dem Sandberg,Stadt Köln,Porz,ja - taktil,---,nein,nein
7187,23588408.804734,56419228.782706,Poller Hauptstraße / Schulpfad / Schule,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,nein
7189,23584723,56428281,Siegburger Straße / Raiffeisenstraße,Stadt Köln,Porz,ja - taktil,---,nein,nein
7707,23629604.03106,56425853.006306,Frankfurter Straße / Alter Deutzer Postweg,Stadt Köln,Porz,nein,---,nein,ja
7708,23633106.565936,56418976.504984,Frankfurter Straße / Hansestraße / Neuenhofstraße,Stadt Köln,Porz,nein,---,nein,ja
7709,23635345.152006,56414431.795859,Frankfurter Straße / BAB559 Nord / Rather Straße,Stadt Köln,Porz,nein,---,nein,ja
7710,23636464.518587,56412234.987292,Frankfurter Straße / BAB559 Süd,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7711,23638025.147783,56410751.666971,Frankfurter Straße / Steinstraße / Maarhäuser Weg,Stadt Köln,Porz,nein,---,nein,ja
7712,23645412.890526,56403946.345948,Frankfurter Straße / Theodor-Heuss-Straße,Stadt Köln,Porz,nein,---,nein,ja
7742,23640485.496428,56408510.32761,Frankfurter Straße / Ferdinand-Porsche-Straße,Stadt Köln,Porz,nein,---,nein,ja
7999,23658718.327273,56402806.854763,Hirschgraben / Pferdeüberweg / privat,privat,Porz,nein,---,nein,nein
8840,23626162.076956,56432767.092972,Frankfurter Straße / Saarbrücker Straße,Stadt Köln,Kalk,nein,---,nein,nein
8848,23626491.10623,56432074.298984,Frankfurter Straße / Hardtgenbuscher Kirchweg / Feuerwache,Stadt Köln,Kalk,nein,---,nein,nein
8857,23606808,56438090,Homarstraße / Kürtenstraße,Stadt Köln,Kalk,nein,---,nein,nein
8876,23638272.717281,56441582.88588,Neubrücker Ring / Jugendheim,Stadt Köln,Kalk,nein,---,nein,nein
8180,23594232,56435110,Rolshover Straße / Sauerlandstraße / GEW,Stadt Köln,Kalk,nein,---,nein,nein
8181,23594147,56433535,Östliche Zubringerstraße / Rolshover Straße,Stadt Köln,Kalk,nein,---,nein,nein
7183,23593602,56431184,Rolshover Straße / Max-Glomsda-Straße / Taubenholzweg,Stadt Köln,Porz,nein,---,nein,nein
8188,23589487.930196,56435942.249724,Östliche Zubringerstraße / Am Grauen Stein,Stadt Köln,Kalk,nein,---,nein,nein
8802,23590670.172021,56447489.317635,Kalker Hauptstraße / Walter-Pauli-Ring / Deutz-Kalker Straße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8804,23593706.304421,56447840.06626,Kalker Hauptstraße / Vietorstraße / Trimbornstraße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8805,23595007.291898,56447992.252181,Kalker Hauptstraße / Rolshover Straße / Kalk-Mülheimer Straße,Stadt Köln,Kalk,ja - taktil,---,nein,ja
8806,23595931.821968,56448089.713081,Kalker Hauptstraße / Kaufhof,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8807,23597030.239291,56448280.159328,Kalker Hauptstraße / Sieversstraße,Stadt Köln,Kalk,nein,---,nein,ja
8808,23598393.34406,56448581.909219,Kalker Hauptstraße / Neuerburgstraße,Stadt Köln,Kalk,nein,---,nein,ja
8809,23598963.974259,56448711.782161,Kalker Hauptstraße / Breuerstraße,Stadt Köln,Kalk,nein,---,nein,ja
8810,23600774.463721,56449188.443915,Kalker Hauptstraße / Kapellenstraße,Stadt Köln,Kalk,ja - taktil,---,nein,ja
8812,23602615.942665,56449639.828872,Kalker Hauptstraße / Eythstraße,Stadt Köln,Kalk,ja - taktil,---,nein,nein
8813,23603543.714861,56449866.235406,Kalker Hauptstraße / Dieselstraße,Stadt Köln,Kalk,nein,---,nein,nein
8814,23604745.478618,56450137.525966,Kalker Hauptstraße / Wippermannstraße,Stadt Köln,Kalk,nein,---,nein,nein
8815,23607996.855348,56450442.47897,Olpener Straße / Germaniastraße / Oranienstraße,Stadt Köln,Kalk,nein,---,nein,ja
8816,23609602.769552,56450490.195416,Olpener Straße / Bochumer Straße,Stadt Köln,Kalk,nein,---,nein,nein
8817,23610293.672339,56450502.103572,Olpener Straße / Fuldaer Straße / Regensburger Straße,Stadt Köln,Kalk,ja - taktil,---,nein,nein
8818,23612947.258468,56450354.091968,Olpener Straße / Burgstraße / Höhenberger Straße,Stadt Köln,Kalk,nein,---,nein,nein
8819,23614858.470175,56450306.333753,Olpener Straße / Marburger Straße / Adalbertstraße,Stadt Köln,Kalk,nein,---,nein,nein
8820,23616759.318526,56450299.021463,Olpener Straße / Frankfurter Straße,Stadt Köln,Kalk,nein,---,nein,nein
8821,23620315.378422,56450395.453686,Olpener Straße / Nohlenweg,Stadt Köln,Kalk,nein,---,nein,nein
8822,23622239,56450800,Olpener Straße / Iserlohner Straße / Fredeburger Straße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8823,23625070.774282,56451441.677926,Olpener Straße / Hohensyburgstraße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,nein
8825,23629696.916688,56452754.312635,Olpener Straße / Ostmerheimer Straße / Kieskauler Weg,Stadt Köln,Kalk,ja - taktil,---,nein,nein
8826,23635647.106068,56454393.281965,Olpener Straße / Madausstraße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8827,23637809.63008,56454915.635967,Olpener Straße / Hans-Schulten-Straße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8828,23645605.252687,56456170.301642,Olpener Straße / Im Brücker Bruch,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8829,23648511.605815,56454809.286961,Olpener Straße / Flehbachstraße / Pohlstadtsweg,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8830,23650552.252071,56455287.567465,Olpener Straße / Hovenstraße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8831,23651814.096718,56455806.547837,Olpener Straße / Brücker Mauspfad,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8832,23654904.55442,56456732.387578,Olpener Straße / Overather Straße / Hoffnungsthaler Straße,Stadt Köln,Kalk,nein,---,nein,nein
8833,23652407.763317,56454314.525894,Brücker Mauspfad / Hovenstraße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,nein
8834,23614541.338862,56453061.901703,Frankfurter Straße / Höhenberger Straße / Höhenberger Ring,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8835,23615395,56452013,Frankfurter Straße / Merheimer Heideweg,Stadt Köln,Kalk,nein,---,nein,nein
8836,23618181.926999,56448424.030874,Frankfurter Straße / Nohlenweg / Vingster Ring,Stadt Köln,Kalk,nein,---,nein,nein
8837,23621026.207227,56442781.956267,Frankfurter Straße / Buchheimer Weg / Gernsheimer Straße,Stadt Köln,Kalk,ja - taktil,---,nein,nein
8838,23622370.225536,56440155.719521,Frankfurter Straße / Zehnthofstraße,Stadt Köln,Kalk,ja - taktil,---,nein,nein
8839,23623295.794745,56438286.95767,Frankfurter Straße / Rösrather Straße / Ostheimer Straße,Stadt Köln,Kalk,nein,---,nein,nein
8841,23627691.539795,56438388.268745,Rösrather Straße / Servatiusstraße / Hardtgenbuscher Kirchweg,Stadt Köln,Kalk,nein,---,nein,nein
8842,23633794.819921,56436953.227404,Rösrather Straße / Hasencleverstraße / BAB3,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8843,23636772.810398,56435827.462066,Rösrather Straße / Neubrücker Ring,Stadt Köln,Kalk,nein,---,nein,nein
8844,23651917.933928,56428577.358634,Rösrather Straße / Eiler Straße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,nein
8845,23657727.722842,56428956.352935,Rösrather Straße / Gröppersgasse / Röttgensweg,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,nein
8846,23663132.247863,56426580.224011,Rösrather Straße / Rather Mauspfad / Heumarer Mauspfad,Stadt Köln,Kalk,nein,---,nein,nein
8847,23661280.865416,56433336.425983,Rather Mauspfad / Stachelsweg / Baldurstraße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,nein
8849,23655131.4358,56433536.595344,Lützerathstraße / Hilde-Ippolito-Weg,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8850,23616048.55154,56440798.179126,Ostheimer Straße / Vingster Ring,Stadt Köln,Kalk,nein,---,nein,nein
8851,23613605.146823,56441168.765357,Ostheimer Straße / Nobelstraße,Stadt Köln,Kalk,nein,---,nein,nein
8852,23611329.8758,56442105.859262,Ostheimer Straße / Heßhofstraße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,nein
8853,23609965.528782,56442658.677698,Ostheimer Straße / Burgstraße / Kuthstraße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,nein
8854,23607549.315098,56443009.14901,Ostheimer Straße / Würzburger Straße / Homarstraße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,nein
8859,23601447.5786,56434252.918717,Gremberger Straße / Poll-Vingster Straße,Stadt Köln,Kalk,nein,---,nein,nein
8860,23596579.1,56437106.9,Gremberger Straße / Lüderichstraße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8861,23594451.504459,56438389.936869,Gremberger Straße / Rolshover Straße,Stadt Köln,Kalk,nein,---,nein,nein
8862,23594734.863875,56439919.356771,Rolshover Straße / Odenwaldstraße,Stadt Köln,Kalk,nein,---,nein,nein
8863,23595634.357253,56442844.580624,Rolshover Straße / Wetzlarer Straße / Gottfried-Hagen-Straße,Stadt Köln,Kalk,nein,---,nein,nein
8864,23592318.254714,56439547.393321,Gremberger Straße / Theoderichstraße,Stadt Köln,Kalk,nein,---,nein,nein
8865,23591779.206411,56439849.49871,Gremberger Straße / Taunusstraße / Pfarrer-Moll-Straße,Stadt Köln,Kalk,nein,---,nein,nein
8866,23590236.610916,56440792.807331,Gremberger Straße / An der Pulvermühle,Stadt Köln,Kalk,ja - taktil,---,nein,nein
8867,23591201.389381,56438854.379208,Am Grauen Stein / Westerwaldstraße,Stadt Köln,Kalk,nein,---,nein,nein
8874,23639633.902358,56452781.170824,Hans-Schulten-Straße / Wiehler Straße,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8877,23595354.69848,56445316.47555,Rolshover Straße / Dillenburger Straße,Stadt Köln,Kalk,nein,---,nein,nein
8879,23651706.099609,56424132.36709,Eiler Straße / Forststraße,Stadt Köln,Kalk,nein,---,nein,nein
8883,23589118.8,56449617.7,Gummersbacher Straße / B&B Hotel,Stadt Köln,Kalk,ja - akustisch+taktil,---,nein,ja
8884,23590268.215885,56449808.097939,Walter-Pauli-Ring / Straße des 17. Juni / Gummersbacher Straße / Geschwister-Katz-Straße,Stadt Köln,Kalk,nein,---,nein,nein
8885,23589816.896695,56451872.729561,Straße des 17. Juni / Corintostraße / Erna-Scheffler-Straße,Stadt Köln,Kalk,nein,---,nein,ja
8947,23609318.75873,56459469.213707,Frankfurter Straße / B55a / Gothaer Platz,Stadt Köln,Kalk,nein,---,nein,nein
8948,23611030,56457340,Frankfurter Straße / Suhler Weg,Stadt Köln,Kalk,nein,---,nein,nein
8949,23612100,56456006,Frankfurter Straße / Fuldaer Straße,Stadt Köln,Kalk,nein,---,nein,nein
8958,23595954.761541,56454407.670661,Kalk-Mülheimer Straße / Wipperfürther Straße,Stadt Köln,Kalk,nein,---,nein,nein
8959,23596006.515061,56451523.789846,Kalk-Mülheimer Straße / Höfestraße / Peter-Stühlen-Straße,Stadt Köln,Kalk,nein,---,nein,nein
9158,23596225.151325,56480424.70273,Mülheimer Freiheit / Krahnenstraße / Schule,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,ja
9160,23590715.037325,56516558.265136,Roggendorf Straße / Alfred-Werner-Straße,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,nein
9161,23583300.698509,56515606.44331,Edelhofstraße / Am Feldrain / Schule,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,ja
9925,23648861.252959,56485918.381442,Dellbrücker Hauptstraße / Friedhof-Dellbrück / Schule,Stadt Köln,Mülheim,nein,---,nein,ja
9115,23591212.566649,56461334.820581,Pfälzischer Ring / Karlsruher Straße,Stadt Köln,Mülheim,nein,---,nein,nein
9116,23595123.343568,56467146.339108,Pfälzischer Ring / Grünstraße / Bergischer Ring,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9117,23595810.171531,56468582.285121,Bergischer Ring / Rendsburger Platz,Stadt Köln,Mülheim,ja - taktil,---,nein,ja
9118,23596107.712661,56469500.747389,Bergischer Ring / Schleiermacherstraße,Stadt Köln,Mülheim,nein,---,nein,nein
9119,23597324,56472584,Bergischer Ring / Danzierstraße / Papageienstraße,Stadt Köln,Mülheim,nein,---,nein,nein
9121,23586930.554172,56462579.755779,Deutz-Mülheimer Straße / Adam-Stegerwald-Straße,Stadt Köln,Mülheim,nein,---,nein,nein
9124,23589867.103539,56467613.432564,Deutz-Mülheimer Straße / Auenweg,Stadt Köln,Mülheim,nein,---,nein,nein
9125,23591265.366712,56470008.037768,Deutz-Mülheimer Straße / Danzierstraße,Stadt Köln,Mülheim,nein,---,nein,nein
9126,23592493.683491,56469948.035766,Danzierstraße / Windmühlenstraße / Karl-Theodor-Straße,Stadt Köln,Mülheim,nein,---,nein,nein
9127,23595090.197852,56471519.384512,Danzierstraße / Schleiermacherstraße / Schule,Stadt Köln,Mülheim,nein,---,nein,nein
9128,23598313.2,56474764.3,Wiener Platz / Mülheimer Brücke,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,ja
9129,23599404.702006,56474539.723962,Wiener Platz / Frankfurter Straße / Eulenbergstraße,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,ja
9130,23599386.706741,56477022.98251,Bergisch Gladbacher Straße / Clevischer Ring,Stadt Köln,Mülheim,nein,---,nein,nein
9131,23599747.5,56477897.8,Clevischer Ring / Carl-Brisch-Straße,Stadt Köln,Mülheim,nein,---,nein,nein
9132,23600200.364904,56480320.906069,Clevischer Ring / Keupstraße,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9133,23600533.420893,56483144.089778,Clevischer Ring / Berliner Straße / Dünnwalder Straße,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,ja
9134,23600113,56487803,Clevischer Ring / Von-Sparr-Straße / Von-Lohe-Straße,Stadt Köln,Mülheim,nein,---,nein,nein
9136,23599112.330094,56491077.789981,Clevischer Ring / Mülheimer Zubringer,Stadt Köln,Mülheim,nein,---,nein,ja
9137,23597860.74088,56494645.916177,Düsseldorfer Straße / Manforter Straße,Stadt Köln,Mülheim,nein,---,nein,nein
9140,23597748.041685,56481210.227134,Mülheimer Freiheit / Düsseldorfer Straße / Dünnwalder Straße,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,ja
9143,23602075.797293,56479098.853785,Keupstraße / Schanzenstraße,Stadt Köln,Mülheim,nein,---,nein,nein
9196,23600069.932829,56476624.941862,Bergisch-Gladbacher Straße / Genovevastraße / Schule,Stadt Köln,Mülheim,nein,---,nein,nein
9981,23603848.044363,56484830.261076,Markgrafenstraße / Von-Sparr-Straße,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,ja
9982,23600356.214207,56481691.407247,Clevischer Ring / Markgrafenstraße,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,nein
9924,23644252.135068,56495321.48954,Diepeschrather Straße / Anemonenweg,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,nein
9144,23610361.6,56493225.4,Berliner Straße / Cottbuser Straße / Circus-Roncalli-Weg,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9145,23611577.697927,56494586.696723,Berliner Straße / Im Weidenbruch,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,nein
9146,23613372.533022,56496644.910576,Berliner Straße / Fixheider Weg,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9147,23615401.7,56498902.3,Berliner Straße / Posadowskystraße,Stadt Köln,Mülheim,nein,---,nein,nein
9148,23617261.683527,56504921.660849,Berliner Straße / Am Emberg,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9149,23622485.1,56512693.8,Berliner Straße / Leuchterstraße / Zeisbuschweg,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9150,23623538.070119,56516042.925766,Berliner Straße / Prämonstratenserstraße,Stadt Köln,Mülheim,nein,---,nein,nein
9151,23625829.090355,56518491.141224,Berliner Straße / Odenthaler Straße / Kunstfelder Straße,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,ja
9152,23625105.863819,56498715.675642,Im Weidenbruch / Birkenweg / Schule,Stadt Köln,Mülheim,nein,---,nein,nein
9153,23621619.518457,56496915.467868,Im Weidenbruch / Im Weidenkamp,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,nein
9154,23618963.897263,56495759.838099,Im Weidenbruch / Honschaftsstraße / Schule,Stadt Köln,Mülheim,ja - taktil,---,nein,ja
9155,23618636.03225,56489918.64535,Honschaftsstraße / Sigwinstraße / Am Springborn,Stadt Köln,Mülheim,nein,---,nein,ja
9156,23618378.061781,56484343.768864,Honschaftsstraße / Piccoloministraße,Stadt Köln,Mülheim,nein,---,nein,nein
9901,23602580,56475432,Bergisch Gladbacher Straße / Genovevabad / Schule,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9902,23604555.59451,56475860.981966,Bergisch Gladbacher Straße / Keupstraße / Montanusstraße,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9903,23607883.697183,56476846.185334,Bergisch Gladbacher Straße / Carlswerkstraße,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9904,23608715.036856,56477112.525723,Bergisch Gladbacher Straße / Ackerstraße,Stadt Köln,Mülheim,nein,---,nein,nein
9905,23610251.695631,56477548.273762,Bergisch Gladbacher Straße / Feuerwache / Wichheimer Straße,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9906,23614277,56478710,Bergisch Gladbacher Straße / Gronauer Straße,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9907,23615114.202903,56478963.304429,Bergisch Gladbacher Straße / Herler Ring,Stadt Köln,Mülheim,nein,---,nein,nein
9908,23616414.053449,56479333.644245,Bergisch Gladbacher Straße / BAB3 West,Stadt Köln,Mülheim,nein,---,nein,nein
9909,23618722.024342,56480036.168426,Bergisch Gladbacher Straße / BAB3 Ost,Stadt Köln,Mülheim,nein,---,nein,nein
9910,23619560.172197,56480273.210966,Bergisch Gladbacher Straße / Honschaftsstraße,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9911,23621830.103839,56480926.250488,Bergisch Gladbacher Straße / Vischeringstraße / Ringenstraße,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9912,23622860.652527,56481219.497934,Bergisch Gladbacher Straße / Johann-Bensberg-Straße / Buschfeldstraße,Stadt Köln,Mülheim,ja - akustisch+taktil,---,nein,ja
9913,23627135.158937,56482496.349475,Bergisch Gladbacher Straße / Maria-Himmelfahrt-Straße,Stadt Köln,Mülheim,ja - taktil,---,nein,nein
9914,23630120.224026,56484051.826598,Bergisch Gladbacher Straße / Rodfeldstraße / Rodstraße,Stadt Köln,Mülheim,nein,---,nein,nein
